date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m,precipitation,wind_speed_10m,surface_pressure
2022-01-26,25.295832,31.2,19.95,61.636246,0.0,8.30771,1007.21246
2022-01-27,25.793749,31.15,21.7,82.67986,0.0,8.209469,1007.761
2022-01-28,26.78125,31.85,23.5,83.747475,0.0,7.814852,1007.644
2022-01-29,26.852083,34.3,22.3,72.791885,0.0,7.6107635,1007.86884
2022-01-30,24.925001,31.65,19.5,67.84138,0.0,7.1376033,1008.3444
2022-01-31,24.591667,31.0,18.2,69.41691,0.0,9.206351,1007.64764
2022-02-01,25.252083,31.95,20.4,72.02958,0.0,7.49543,1007.9229
2022-02-02,25.160416,30.6,20.65,77.021805,0.0,8.011157,1008.284
2022-02-03,26.610418,31.6,22.95,83.0799,0.3,8.182931,1009.1724
2022-02-04,27.029167,30.45,24.15,83.59381,0.2,8.250342,1009.2132
2022-02-05,27.0625,31.4,24.45,84.01679,0.0,8.138694,1008.4069
2022-02-06,27.025,31.25,23.85,81.99304,0.0,7.910137,1008.13226
2022-02-07,27.095833,30.85,24.3,83.3612,0.0,7.4457793,1007.84595
2022-02-08,27.477083,31.15,23.8,81.47437,0.0,8.68913,1007.81976
2022-02-09,27.65,31.5,24.95,82.76957,0.0,8.67327,1007.65894
2022-02-10,27.63125,31.25,24.95,84.605515,0.0,8.969547,1006.64435
2022-02-11,27.554167,31.35,25.0,84.22856,0.1,8.8532,1005.9371
2022-02-12,26.935417,30.25,25.0,85.996124,0.3,8.998161,1006.9842
2022-02-13,27.706251,31.4,24.95,83.35102,0.4,9.647021,1007.58453
2022-02-14,27.872917,30.9,25.5,84.09748,0.90000004,10.618333,1007.16595
2022-02-15,28.077082,31.3,25.05,83.27676,0.3,10.271207,1007.5251
2022-02-16,27.856249,30.9,26.1,82.68653,0.3,11.042656,1007.67725
2022-02-17,27.291666,30.8,25.75,85.49058,0.6,10.341456,1006.45483
2022-02-18,27.902084,31.15,25.75,82.66279,0.0,12.120345,1006.1103
2022-02-19,27.345833,30.5,25.7,84.21282,1.7,13.391749,1007.36566
2022-02-20,27.1625,30.2,24.6,85.03492,1.2,9.717629,1008.26227
2022-02-21,27.44375,30.85,24.9,84.14373,1.0,8.417792,1008.06476
2022-02-22,27.84375,31.45,25.2,83.76586,0.4,10.126607,1007.90155
2022-02-23,28.085417,31.6,26.3,82.07729,1.0,12.369072,1008.59766
2022-02-24,27.920832,31.05,25.85,83.16398,0.2,11.090346,1007.9438
2022-02-25,28.029167,31.7,25.3,83.16227,0.3,9.913666,1007.1795
2022-02-26,28.066666,32.0,25.35,83.75938,0.0,10.589899,1006.5771
2022-02-27,27.829168,31.45,25.5,84.337746,2.4,12.217553,1007.573
2022-02-28,28.110418,31.55,26.0,80.46014,0.0,12.521806,1007.35065
2022-03-01,28.387499,31.65,26.55,80.53864,0.8,12.595815,1006.8955
2022-03-02,28.222916,31.4,26.9,80.96658,0.70000005,12.962189,1006.8984
2022-03-03,27.793749,30.75,26.4,82.234436,0.5,12.770256,1007.06976
2022-03-04,27.75,30.7,24.45,82.60866,15.8,12.52798,1006.7534
2022-03-05,27.414583,31.0,24.65,83.83796,0.0,10.181349,1006.3018
2022-03-06,27.897917,30.8,26.3,81.49458,0.0,11.169906,1006.1352
2022-03-07,28.316666,31.4,26.3,80.3327,0.3,10.751151,1005.62286
2022-03-08,28.595833,31.9,26.8,78.82485,0.3,11.924675,1004.8101
2022-03-09,28.702082,31.6,26.9,81.03972,0.9,13.896508,1004.48663
2022-03-10,28.09375,30.95,26.75,84.42983,2.4,13.832934,1005.2927
2022-03-11,27.949999,30.9,24.65,81.393394,1.6,10.629758,1006.0732
2022-03-12,27.320833,30.5,24.7,83.8859,6.3,10.867661,1006.6961
2022-03-13,27.533333,31.1,25.0,83.33373,12.4,7.9365125,1006.2654
2022-03-14,28.029167,31.7,25.05,79.7026,0.0,11.079441,1006.1777
2022-03-15,27.752083,31.35,25.4,83.40119,4.6,11.715297,1007.57666
2022-03-16,28.1,30.3,26.35,80.13226,0.90000004,11.413037,1007.3964
2022-03-17,28.31875,31.55,25.75,81.2617,1.2,10.255513,1006.3296
2022-03-18,28.477083,31.35,26.5,81.86782,0.3,11.596133,1006.0481
2022-03-19,28.449999,30.8,26.75,81.84347,0.5,12.950181,1006.81696
2022-03-20,28.360418,31.5,26.6,80.93914,1.0,14.501311,1007.4233
2022-03-21,28.495834,31.35,26.35,80.0428,0.5,13.9874735,1007.1582
2022-03-22,27.4625,30.15,24.3,81.92658,5.1,11.655369,1007.1337
2022-03-23,28.518751,31.1,26.8,79.66749,0.4,13.141742,1007.12933
2022-03-24,28.1625,32.45,25.35,80.63209,4.4,11.59803,1006.6817
2022-03-25,28.377083,31.85,25.45,80.13871,0.0,10.424891,1005.95166
2022-03-26,28.714584,32.05,26.8,79.86851,0.5,10.523689,1006.1829
2022-03-27,28.639582,31.6,26.6,81.81231,1.3000001,12.111241,1007.36304
2022-03-28,28.35,31.05,26.95,83.26684,0.90000004,13.59228,1007.6934
2022-03-29,28.554167,31.1,26.7,81.45731,2.4,11.947745,1006.26904
2022-03-30,27.945833,30.3,26.4,83.39235,0.2,9.803114,1004.7512
2022-03-31,28.829168,31.9,26.75,80.17521,0.3,12.08866,1005.24835
2022-04-01,27.845833,31.5,25.9,83.33123,8.6,13.4564905,1007.0535
2022-04-02,27.75,30.8,25.6,82.86319,0.8,12.57708,1007.56415
2022-04-03,28.525,30.9,26.8,78.71004,0.5,12.958977,1007.02954
2022-04-04,27.695833,30.5,26.2,83.66392,1.4,11.869526,1007.51385
2022-04-05,28.2875,30.9,26.5,81.45846,1.0,10.800883,1007.722
2022-04-06,27.720833,30.0,26.45,83.87562,0.4,9.837569,1007.20636
2022-04-07,28.110418,31.25,26.25,80.89474,1.1,11.772124,1007.5087
2022-04-08,28.25,30.8,26.65,79.49441,0.4,13.329781,1007.48486
2022-04-09,27.233332,30.4,25.15,83.5206,0.0,8.249106,1007.05304
2022-04-10,27.227083,30.75,23.8,84.74505,0.0,6.897196,1005.90967
2022-04-11,28.164583,31.4,24.85,80.20232,0.1,9.421931,1005.9543
2022-04-12,27.064583,29.1,25.85,85.82459,3.9,10.453962,1006.37006
2022-04-13,26.704168,29.05,24.25,84.91061,1.8000001,7.7842593,1006.2342
2022-04-14,27.004166,29.6,25.5,85.15403,9.099999,9.696109,1006.7769
2022-04-15,27.862501,30.9,25.35,79.82897,1.0,7.687717,1007.32794
2022-04-16,27.039583,31.15,23.35,83.63085,13.3,6.7038956,1007.79144
2022-04-17,27.722916,31.0,24.85,82.95412,3.3000002,10.088513,1006.65765
2022-04-18,25.93125,28.8,23.8,88.15305,2.9,4.684155,1008.00336
2022-04-19,27.46875,30.7,24.7,82.73832,0.0,6.752764,1008.68854
2022-04-20,27.816666,31.05,24.7,82.49074,1.2,8.204964,1007.8099
2022-04-21,27.183334,29.15,25.8,84.67783,2.0,8.014035,1007.73444
2022-04-22,27.602083,30.85,24.4,80.08065,0.0,8.199192,1007.07245
2022-04-23,27.941666,30.65,25.8,80.14312,1.5,10.239104,1006.82135
2022-04-24,27.220833,29.9,25.5,86.15048,1.5,9.543088,1006.8575
2022-04-25,27.285416,30.9,23.9,83.23463,0.1,8.213529,1006.61273
2022-04-26,27.485418,30.25,25.2,81.896904,0.5,10.521453,1006.7681
2022-04-27,27.085417,30.5,24.5,84.084885,12.5,11.682073,1007.4053
2022-04-28,26.047918,29.8,23.35,86.08831,1.6999999,5.594666,1007.99585
2022-04-29,27.529167,31.15,24.15,81.38053,0.1,7.467093,1008.0197
2022-04-30,27.008333,31.0,24.35,84.384514,1.2,6.812859,1009.4707
2022-05-01,27.927084,31.0,26.25,81.09936,0.8,9.656813,1009.9559
2022-05-02,27.902084,30.5,26.0,81.05847,0.5,11.180385,1009.1533
2022-05-03,27.583334,30.85,24.25,81.01986,0.0,8.281529,1008.05756
2022-05-04,27.041666,31.35,24.7,83.72379,20.4,7.7283607,1008.8557
2022-05-05,27.268751,30.6,24.6,83.33532,0.2,7.556502,1009.0944
2022-05-06,26.770834,29.55,24.7,85.20113,5.7999997,5.7830143,1008.6584
2022-05-07,26.69375,29.75,24.25,84.158775,0.3,6.3862643,1008.6826
2022-05-08,27.672918,30.85,24.7,81.90808,0.7,8.182487,1007.5302
2022-05-09,27.660416,30.15,25.9,83.65485,8.0,10.091251,1008.3825
2022-05-10,27.472916,29.85,25.25,84.80352,0.3,7.6892753,1008.4849
2022-05-11,27.908333,30.25,25.35,83.14758,1.3,9.230771,1008.72516
2022-05-12,27.75,30.4,26.0,83.84569,0.90000004,8.528161,1009.1729
2022-05-13,27.960417,31.95,25.4,83.30959,1.2,7.737639,1009.2493
2022-05-14,27.9,30.35,25.65,82.069145,0.7,8.830038,1009.0827
2022-05-15,27.489584,30.75,25.45,83.72943,1.7,8.230369,1009.4454
2022-05-16,27.99375,31.0,25.55,82.503395,1.1,9.237832,1009.7444
2022-05-17,27.620834,30.9,26.1,84.60459,0.2,8.155958,1009.03485
2022-05-18,28.050001,30.75,25.8,79.50392,0.6,11.226017,1007.92804
2022-05-19,26.733332,29.0,25.1,84.53041,1.9000001,10.27875,1008.7578
2022-05-20,26.86875,30.05,24.85,85.94046,4.8,7.99956,1009.8106
2022-05-21,25.458334,27.55,23.95,93.93842,41.8,6.7678437,1011.06354
2022-05-22,25.739584,29.5,23.45,90.34628,12.8,7.754392,1011.2985
2022-05-23,26.039583,31.6,23.85,86.68699,15.599999,5.907356,1010.1201
2022-05-24,25.833334,28.35,23.9,88.49125,2.7,8.248956,1010.9209
2022-05-25,25.88125,29.1,23.4,87.34217,10.2,6.874798,1012.55927
2022-05-26,25.945833,28.3,24.0,86.31522,11.6,8.75307,1013.1335
2022-05-27,26.11875,29.05,23.65,86.48173,1.7,6.670237,1012.1495
2022-05-28,26.952082,29.75,24.25,83.61336,0.1,8.357949,1010.1563
2022-05-29,27.364584,30.1,25.7,82.04116,0.5,10.358201,1009.28644
2022-05-30,26.9375,29.5,25.0,83.42707,2.3,9.7621565,1009.146
2022-05-31,26.327082,28.4,24.4,85.76835,3.9,7.778477,1009.2286
2022-06-01,26.666666,30.25,23.6,84.82534,0.0,7.415919,1008.1711
2022-06-02,27.612501,30.45,24.5,81.47649,0.7,9.345361,1006.66095
2022-06-03,25.956251,27.9,24.6,90.08068,9.0,7.8286266,1007.5339
2022-06-04,26.143751,29.1,24.1,88.76334,4.3,7.716152,1008.68677
2022-06-05,24.985418,29.25,23.1,91.21792,28.800001,6.788637,1009.3138
2022-06-06,24.847916,27.05,22.75,91.30304,14.4,5.530312,1010.2607
2022-06-07,26.535416,30.6,23.25,84.35159,5.6,6.3417506,1010.0782
2022-06-08,26.564583,28.9,24.35,85.341484,0.90000004,9.081983,1009.72925
2022-06-09,26.977083,29.35,25.15,82.41706,2.8000002,11.009766,1008.50195
2022-06-10,26.104166,28.25,24.1,86.24866,5.9,9.121375,1008.9401
2022-06-11,24.647917,26.85,23.1,93.2066,14.2,6.1879582,1010.4046
2022-06-12,26.13125,29.7,23.3,84.113365,0.90000004,7.1534276,1010.67377
2022-06-13,26.616667,29.9,23.85,81.09223,2.2,8.879346,1009.7421
2022-06-14,26.091667,29.5,23.35,86.07724,14.9,10.265801,1008.7487
2022-06-15,24.449999,26.0,23.3,94.31122,34.0,7.1721478,1009.3929
2022-06-16,23.5,25.4,22.05,99.15347,41.2,6.62171,1009.82196
2022-06-17,24.5,26.05,22.9,91.01126,6.6,6.718844,1010.18317
2022-06-18,23.84375,25.25,21.8,96.341225,14.8,7.1449723,1011.22144
2022-06-19,25.227083,28.75,22.55,86.20535,1.2,6.051624,1011.1116
2022-06-20,26.19375,28.45,23.9,83.67205,0.8,9.254737,1010.78656
2022-06-21,25.191666,27.95,23.05,87.10223,5.4,9.118169,1010.7331
2022-06-22,24.739584,28.3,22.65,89.08402,10.0,8.696248,1010.2473
2022-06-23,25.854166,28.8,23.75,85.29142,2.2,7.652073,1010.0107
2022-06-24,25.010416,27.45,23.4,88.03457,7.6,8.478472,1009.867
2022-06-25,25.702082,28.45,22.95,84.09963,0.2,7.3890862,1009.73926
2022-06-26,25.139582,26.0,24.0,89.74221,14.900001,7.202357,1010.41675
2022-06-27,26.043749,28.7,23.2,84.91349,0.8,6.7777495,1010.457
2022-06-28,25.991667,28.7,24.2,87.26059,4.7000003,8.375571,1010.5605
2022-06-29,25.460417,27.5,23.45,90.20364,14.5,10.070807,1010.79755
2022-06-30,24.470833,25.95,23.15,92.52587,15.6,10.456706,1010.2037
2022-07-01,25.125,27.8,23.05,86.72363,7.7,9.625623,1010.5828
2022-07-02,25.425001,28.05,23.6,81.14174,0.2,8.497673,1012.41016
2022-07-03,25.710417,28.7,22.65,80.78294,1.1,9.770345,1012.37494
2022-07-04,25.364584,27.85,24.1,86.76804,12.0,12.145814,1011.7446
2022-07-05,25.043749,27.55,23.1,86.73224,4.5,10.676052,1011.82104
2022-07-06,25.483332,28.3,23.75,86.255775,7.7,8.092514,1011.51685
2022-07-07,25.935417,28.95,24.1,85.739296,5.5,10.46284,1011.5495
2022-07-08,24.804167,25.95,23.35,90.27177,18.3,10.424674,1012.18506
2022-07-09,24.077082,27.3,22.9,94.14181,6.9,10.11057,1012.51196
2022-07-10,25.239584,28.2,23.5,85.78793,2.9,12.160203,1011.0244
2022-07-11,25.643751,27.85,24.2,80.777534,1.7,13.283741,1010.0839
2022-07-12,24.5375,26.4,23.7,89.02262,3.8000002,10.396488,1011.8338
2022-07-13,24.989584,26.55,23.95,84.69561,2.4,10.743089,1012.12823
2022-07-14,25.581251,27.9,24.05,81.970055,0.6,11.896072,1010.67365
2022-07-15,25.612501,28.0,24.3,83.05393,2.2,13.249191,1009.9382
2022-07-16,25.445833,27.45,24.0,83.656944,1.7,13.717275,1010.4025
2022-07-17,25.283333,27.4,23.9,83.65174,2.2,13.137746,1011.61505
2022-07-18,24.997917,27.65,23.2,84.355225,1.3000001,12.405506,1011.9163
2022-07-19,25.154167,27.3,23.65,79.61315,0.8,13.009938,1011.1818
2022-07-20,24.989584,27.05,23.55,78.763275,0.6,13.560638,1010.5486
2022-07-21,25.081251,27.65,22.85,77.66326,0.0,12.597768,1010.4952
2022-07-22,25.316666,27.8,23.25,80.16692,0.2,10.8101425,1010.11456
2022-07-23,25.547918,28.6,23.85,81.03199,0.9,10.479569,1010.37823
2022-07-24,25.300001,27.95,23.5,83.64706,0.90000004,9.850541,1010.8005
2022-07-25,25.25,28.8,23.5,83.898476,0.70000005,11.298363,1010.87897
2022-07-26,24.716667,26.35,23.8,87.87916,10.5,12.598724,1010.2929
2022-07-27,25.179167,27.65,23.6,86.88724,1.3,14.571399,1009.92645
2022-07-28,25.514582,27.85,24.2,82.42004,1.1,15.636518,1010.4279
2022-07-29,25.120834,27.5,23.8,82.11888,0.0,13.4462595,1011.6014
2022-07-30,25.160416,28.0,23.4,81.21145,0.2,12.775089,1011.9051
2022-07-31,24.927084,26.75,23.6,82.18777,1.2,16.645283,1011.55414
2022-08-01,23.772917,25.6,22.75,87.15152,1.6,14.829358,1011.8237
2022-08-02,23.81875,26.25,22.05,83.44381,0.1,10.418136,1011.89886
2022-08-03,24.133333,27.5,21.75,83.23019,0.0,11.644483,1010.72064
2022-08-04,24.1,26.85,22.35,83.697655,0.0,11.703696,1010.7287
2022-08-05,24.083334,27.15,21.95,85.57584,0.3,9.985458,1011.5225
2022-08-06,24.191666,28.0,21.9,85.77536,0.3,11.019244,1011.3238
2022-08-07,24.245834,28.1,21.7,83.949776,0.0,11.526086,1010.0813
2022-08-08,24.533333,26.9,22.75,82.96098,0.2,13.995812,1010.387
2022-08-09,24.589584,26.85,22.95,84.71392,0.3,12.35172,1010.7409
2022-08-10,24.704168,27.55,23.0,84.22942,0.0,13.371575,1010.84985
2022-08-11,24.845833,28.7,22.95,83.87559,0.0,12.371986,1010.5349
2022-08-12,24.720833,27.35,23.25,84.37246,0.3,13.324088,1010.6089
2022-08-13,24.737501,27.45,23.35,85.08404,0.90000004,14.520942,1010.9582
2022-08-14,24.204168,26.2,23.15,86.80618,3.0,19.234493,1009.5406
2022-08-15,24.179167,26.5,23.0,87.78713,6.2,18.379694,1009.237
2022-08-16,23.762499,25.8,22.5,89.32275,2.3,12.922671,1010.7884
2022-08-17,24.033333,26.75,22.05,87.09608,0.3,7.779859,1010.7947
2022-08-18,24.041666,27.85,21.8,87.24113,0.0,12.404034,1010.3208
2022-08-19,24.28125,27.0,23.15,87.5296,2.0,13.591857,1010.6304
2022-08-20,24.262499,26.35,22.95,85.42405,1.5,13.028305,1012.0395
2022-08-21,24.418749,27.75,21.9,85.33045,0.0,9.443164,1010.93896
2022-08-22,24.529167,26.7,22.8,85.13053,0.90000004,16.144972,1009.16895
2022-08-23,24.247917,26.4,23.0,87.754875,4.5,17.063444,1009.7364
2022-08-24,24.2875,26.8,22.6,86.29138,1.3000001,10.634065,1012.4221
2022-08-25,24.408333,27.75,22.05,86.22329,0.6,9.390984,1011.60406
2022-08-26,23.839584,25.6,23.0,92.48569,13.7,13.49776,1009.9119
2022-08-27,24.11875,25.85,23.35,87.30588,11.9,16.988592,1008.92474
2022-08-28,24.458334,27.1,23.0,84.71418,1.3000001,11.848441,1010.39484
2022-08-29,24.793749,28.7,22.75,85.849266,1.0,8.848665,1010.5803
2022-08-30,23.800001,25.45,22.5,95.1564,27.9,11.636002,1009.2215
2022-08-31,24.685417,27.2,22.8,88.05941,4.6,14.704606,1009.8686
2022-09-01,24.614584,27.25,22.8,87.97852,4.0,10.998271,1011.1194
2022-09-02,25.083334,28.35,23.2,85.0659,1.0,8.965944,1012.1955
2022-09-03,25.185417,27.75,23.7,87.06723,2.3,11.013527,1012.05914
2022-09-04,25.164583,28.15,23.6,85.01057,4.3,12.745313,1012.30005
2022-09-05,25.216667,27.7,23.4,84.346756,1.7,11.058795,1012.29224
2022-09-06,25.418749,28.05,23.65,82.52075,0.8,10.278124,1011.7243
2022-09-07,25.59375,28.1,23.95,81.975365,2.7,11.404204,1010.5699
2022-09-08,25.34375,28.0,23.65,84.32907,2.0,11.45102,1009.907
2022-09-09,25.518751,28.05,23.65,84.06974,1.9,13.699722,1010.5527
2022-09-10,25.608332,28.25,24.15,82.27666,0.5,12.6716,1011.87946
2022-09-11,25.370834,28.15,24.2,85.64629,1.4,12.32531,1011.0545
2022-09-12,24.066666,26.05,22.4,92.8959,14.5,10.462234,1010.3003
2022-09-13,24.9125,27.0,23.3,86.48563,2.2,9.334697,1009.9327
2022-09-14,25.341667,28.15,23.25,84.151695,1.2,9.637691,1009.4954
2022-09-15,25.385416,27.9,24.0,83.87562,5.9,11.489558,1010.51
2022-09-16,25.375,27.75,23.5,84.411,1.5,10.898635,1010.94653
2022-09-17,25.46875,28.15,23.65,84.51479,2.4,10.892708,1009.67926
2022-09-18,25.027084,27.85,23.05,86.9154,16.7,12.185456,1009.4555
2022-09-19,24.479166,26.05,22.45,89.632545,20.5,13.766402,1009.3723
2022-09-20,24.935417,27.95,22.8,87.34537,2.7,10.297309,1009.7874
2022-09-21,25.050001,28.75,23.05,87.956566,13.3,6.5150967,1009.9546
2022-09-22,24.608332,27.0,22.95,90.59641,4.9,7.2743607,1009.66016
2022-09-23,25.69375,28.75,23.35,84.99947,0.6,8.356496,1009.64777
2022-09-24,25.55625,28.3,23.65,87.3285,6.3999996,8.460113,1009.5012
2022-09-25,25.716667,28.9,23.85,86.20642,2.8,10.297817,1008.8581
2022-09-26,24.752083,27.05,23.25,90.8137,14.0,10.313491,1009.6031
2022-09-27,24.69375,27.5,22.65,88.16421,5.1,8.135293,1010.3508
2022-09-28,24.418749,25.45,23.25,91.93628,13.1,8.471904,1010.70215
2022-09-29,24.69375,27.4,22.6,90.48504,4.9,7.0323944,1009.86865
2022-09-30,24.983332,27.7,23.65,88.93671,9.2,9.347875,1009.0686
2022-10-01,24.897917,27.3,22.65,87.94811,9.6,9.726979,1010.6518
2022-10-02,24.96875,28.8,23.15,88.23804,6.2000003,5.842699,1011.67914
2022-10-03,25.46875,29.0,22.95,85.5416,0.0,9.281936,1010.21967
2022-10-04,25.9625,28.75,23.9,84.478264,0.5,10.676903,1008.7436
2022-10-05,25.870834,28.85,23.85,84.98106,0.7,9.7541275,1009.117
2022-10-06,25.914583,29.0,23.8,84.75036,1.9000001,10.742007,1009.4873
2022-10-07,24.860418,27.55,23.75,89.43682,2.7,8.271012,1010.0362
2022-10-08,25.2875,27.85,23.6,88.55621,0.6,6.4647136,1009.66547
2022-10-09,24.314583,25.8,22.7,95.48385,13.8,4.6589513,1010.086
2022-10-10,25.233332,28.35,22.65,88.296844,4.7,6.5408416,1011.0493
2022-10-11,25.99375,29.3,23.6,85.50469,0.3,6.4946785,1010.1863
2022-10-12,25.622917,29.8,23.6,88.087036,1.7,5.7602577,1008.9073
2022-10-13,25.71875,28.35,24.3,88.49115,6.4,6.8812428,1008.9661
2022-10-14,25.897917,29.0,23.05,86.058655,1.6,7.1295724,1009.8323
2022-10-15,25.204168,28.8,23.35,91.70501,26.0,6.002995,1009.7354
2022-10-16,25.81875,29.25,23.55,87.97333,1.5,7.251577,1009.42
2022-10-17,26.235418,28.9,23.8,87.24767,1.8000001,6.9753785,1010.0344
2022-10-18,26.454168,29.65,24.45,86.928925,8.7,6.5145836,1010.43097
2022-10-19,26.15625,30.1,24.1,86.68949,4.1,10.07105,1009.7969
2022-10-20,26.310417,29.85,24.2,86.00107,6.0,8.345043,1008.8335
2022-10-21,26.5875,29.2,24.75,85.117455,0.8,8.274862,1009.13086
2022-10-22,26.314583,29.35,24.1,87.23327,2.5,7.154787,1009.3574
2022-10-23,26.604166,29.55,24.15,86.633156,1.8,7.5536036,1010.07465
2022-10-24,26.63125,29.75,24.5,87.04197,1.5,7.499721,1009.3806
2022-10-25,25.720833,27.9,24.6,89.75065,9.8,6.332731,1009.2115
2022-10-26,26.485418,29.85,23.4,85.96386,0.6,6.483622,1008.66437
2022-10-27,26.854166,30.85,24.05,86.96644,2.3,6.88189,1008.9873
2022-10-28,26.910416,30.6,24.55,86.10334,1.1,8.627589,1009.0544
2022-10-29,27.189583,30.45,24.7,83.86073,0.3,7.914021,1008.42456
2022-10-30,26.9625,30.05,24.7,85.6047,1.5,7.635796,1007.5498
2022-10-31,26.704168,29.45,24.6,87.41038,1.5,6.607841,1008.2504
2022-11-01,26.864584,30.9,24.55,86.65054,6.0999994,8.14772,1009.2286
2022-11-02,27.552084,31.85,24.7,83.592354,0.90000004,9.556928,1008.94696
2022-11-03,27.331251,30.3,25.75,84.138115,0.3,9.89372,1008.9744
2022-11-04,26.679167,29.55,24.8,86.083984,0.4,7.0139174,1009.01514
2022-11-05,26.824999,30.25,24.75,86.930176,0.5,7.026895,1008.8874
2022-11-06,27.1875,30.1,25.1,84.181305,0.8,7.752254,1009.4763
2022-11-07,27.083334,31.25,24.15,84.473305,1.2,7.6088467,1009.5046
2022-11-08,27.541666,31.5,24.5,83.75828,0.1,8.857762,1008.97174
2022-11-09,27.341667,30.55,25.5,84.09938,2.0,9.349272,1009.51074
2022-11-10,26.791666,30.1,24.95,84.69687,2.8,10.862029,1008.5546
2022-11-11,26.458334,29.4,23.5,85.34144,2.0,8.691346,1009.20465
2022-11-12,26.495834,28.85,24.4,85.34983,1.9,8.621816,1009.62897
2022-11-13,26.729166,29.15,24.6,84.21708,1.5,8.203688,1010.0091
2022-11-14,26.78125,30.15,24.35,85.15116,0.4,7.7734356,1009.8182
2022-11-15,26.233332,30.0,24.2,87.49552,0.2,9.10614,1009.6811
2022-11-16,27.34375,31.8,24.05,81.41368,0.4,10.985106,1008.7832
2022-11-17,26.789583,29.35,24.7,84.64788,1.2,8.8078985,1008.3633
2022-11-18,26.525,29.5,24.4,85.19532,1.1,7.4514217,1007.983
2022-11-19,26.454168,30.05,24.25,86.49444,6.4,7.3156433,1009.07574
2022-11-20,27.033333,30.05,24.5,83.29763,0.4,7.7015915,1008.69775
2022-11-21,27.237501,30.75,24.6,82.673615,0.1,9.64225,1008.73676
2022-11-22,26.606249,30.0,24.35,85.576996,0.4,7.5718074,1008.2288
2022-11-23,26.727083,29.9,24.55,85.349,0.3,7.4863243,1007.6187
2022-11-24,26.670832,30.8,24.0,85.319374,0.1,7.3489094,1007.1817
2022-11-25,27.28125,31.9,24.25,83.91184,0.0,9.841656,1007.60205
2022-11-26,27.35,30.1,25.1,83.42016,0.6,10.561407,1008.0308
2022-11-27,27.237501,30.6,24.2,82.811966,7.9,9.307818,1006.57495
2022-11-28,25.96875,28.7,24.05,88.665955,6.1,8.869492,1005.8794
2022-11-29,26.5625,29.5,23.8,84.8643,1.3000001,8.556599,1005.5638
2022-11-30,26.577082,30.15,23.7,86.1683,1.2,6.365711,1005.80084
2022-12-01,26.24375,30.05,24.3,87.59605,7.0,7.88343,1006.75446
2022-12-02,26.185417,29.95,23.7,88.024536,0.5,6.5943565,1006.438
2022-12-03,27.222916,31.0,25.55,82.988976,0.6,11.020297,1005.864
2022-12-04,27.074999,30.45,24.7,84.79788,0.6,8.021219,1006.7067
2022-12-05,27.46875,30.55,25.2,85.026985,0.90000004,8.996575,1008.0193
2022-12-06,27.0625,31.15,24.95,86.81455,0.6,9.742057,1007.96216
2022-12-07,26.733332,29.9,24.55,87.44025,1.0,9.141046,1007.95135
2022-12-08,26.489584,30.25,24.25,87.19683,1.4,7.5226383,1008.27783
2022-12-09,26.858332,30.6,24.1,85.9136,1.0,6.7183957,1008.8294
2022-12-10,26.960417,31.4,24.15,85.85181,0.0,7.8781395,1008.5474
2022-12-11,27.116667,31.3,24.25,84.14846,0.0,8.718198,1007.8045
2022-12-12,27.183334,30.3,24.55,82.90342,0.0,8.428516,1008.0005
2022-12-13,27.252083,30.65,24.8,83.63104,0.4,9.167922,1008.3626
2022-12-14,26.975,30.9,23.9,83.66174,0.4,9.471119,1007.7619
2022-12-15,26.71875,29.55,24.4,87.93954,3.0,8.832088,1007.4357
2022-12-16,26.918749,29.9,24.4,85.03997,0.5,8.264941,1006.54346
2022-12-17,26.858332,30.0,24.65,84.707275,0.6,9.870009,1006.8132
2022-12-18,26.897917,30.55,24.35,84.95045,0.6,7.310213,1008.0772
2022-12-19,26.84375,33.25,23.8,80.44746,0.0,7.339865,1007.28687
2022-12-20,26.454168,30.25,23.55,84.47408,0.0,7.5004373,1007.205
2022-12-21,26.791666,30.7,24.2,84.28928,0.1,8.066707,1007.92676
2022-12-22,26.895834,31.5,23.9,82.7741,0.0,6.9514008,1009.158
2022-12-23,26.029167,31.35,22.85,72.26255,0.0,8.13199,1009.3758
2022-12-24,25.466667,31.9,21.15,66.38701,0.0,7.290315,1009.36725
2022-12-25,24.816666,31.6,19.9,62.93251,0.0,8.740348,1009.59076
2022-12-26,25.277084,31.75,20.55,66.74285,0.0,7.893597,1009.7399
2022-12-27,25.854166,31.7,21.2,66.86814,0.0,8.350723,1009.5241
2022-12-28,25.660416,32.6,20.65,67.38089,0.0,7.7359543,1009.0361
2022-12-29,25.0375,30.3,20.2,80.350334,0.0,7.17349,1008.9274
2022-12-30,25.418749,32.1,21.9,77.40131,0.0,7.544804,1009.2505
2022-12-31,25.166666,33.05,20.15,67.32636,0.0,7.3504243,1009.2151
2023-01-01,24.547918,32.25,19.7,61.37154,0.0,7.818279,1008.4121
2023-01-02,24.762499,32.0,19.3,65.66579,0.0,7.325908,1008.4138
2023-01-03,24.9375,32.45,19.9,67.09879,0.0,8.264922,1008.6812
2023-01-04,25.139582,31.3,20.35,70.41053,0.0,7.294504,1008.7993
2023-01-05,25.829168,31.4,21.8,79.09826,0.0,8.066564,1009.08325
2023-01-06,26.566666,30.7,23.85,83.712875,0.0,7.990358,1009.71265
